PRODUCT,SCHEME,LOAN_AMOUNT_REQUESTED,REQUESTED_TENURE,REQUESTED_RATE,EFFECTIVE_INTEREST_RATE,EMI_BASE_VALUE,TENURE
5000161,5000131,150000000,180,10,,0,
5000161,5000131,150000000,180,10,,0,
5000161,5000131,150000000,180,10,,0,
5000013,5000015,364000,12,10,,32001,12
5000013,5000015,364000,12,10,,32001,12
5000013,5000015,364000,12,10,,32001,12
5000061,5000126,1246912,13,10.85,10.8490628,100858,13
5000161,5000131,1000000,180,10,,,180
5000152,5000120,6000000,100,10,,,
5000049,5000048,5000,180,10.85,10.6948452,56,180
5000049,5000048,5000,180,10.85,10.6948452,56,180
5000061,5000126,1235801,12,10.85,10.8492065,108784,12
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000054,5000055,1200000,60,10,,,
5000043,5000043,200000,36,10.85,10.8440764,6519,36
5000043,5000043,200000,36,10.85,10.8440764,6519,36
5000043,5000043,150000,34,10.85,10.8432114,5135,34
5000043,5000043,150000,34,10.85,10.8432114,5135,34
5000024,5000025,300000,36,10,,0,36
5000161,5000131,1000000,180,10,,,180
5000032,5000033,100000,28,10.85,10.839545,4051,28
5000049,5000048,195000,36,10.85,10.8449564,6357,36
5000049,5000048,195000,36,10.85,10.8449564,6357,36
5000056,5000056,400000,60,10.85,10.1810145,624,30
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000056,5000056,400000,60,10.85,10.1810145,624,30
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000061,5000126,500000,35,10.85,10.8478492,16709,35
5000152,5000120,100000,60,10,,,
5000054,5000055,150000,180,10,9.9942756,1609,180
5000054,5000055,150000,180,10,9.9942756,1609,180
5000161,5000131,5000000,180,10,,,180
5000161,5000131,150000000,180,10,,0,
5000161,5000131,4500000,180,10,,0,
5000049,5000048,180000,28,10.85,10.8442126,7289,28
5000049,5000048,180000,28,10.85,10.8442126,7289,28
5000161,5000131,1000000,180,10,,,180
5000024,5000025,900000,36,10,,0,36
5000043,5000043,250000,36,10.85,10.8457638,8153,36
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000024,5000025,1100000,36,10,,0,36
5000024,5000025,1100000,36,10,,0,36
5000024,5000025,1100000,36,10,,0,36
5000024,5000025,1100000,36,10,,0,36
5000161,5000131,4500000,180,10,,0,
5000161,5000131,4500000,180,10,,0,
5000161,5000131,4500000,180,10,,0,
5000054,5000055,1500000,360,10.85,9.9992566,48268,36
5000054,5000055,1500000,360,10.85,9.9992566,48268,36
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000018,5000020,900000,60,10,9.9807037,2120,60
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000188,5000118,450000,36,10,,0,36
5000188,5000118,450000,36,10,,0,36
5000188,5000118,450000,36,10,,0,36
5000188,5000118,450000,36,10,,0,36
5000188,5000118,450000,36,10,,0,36
5000188,5000118,450000,36,10,,0,36
5000018,5000020,900000,60,10,9.9807037,2120,60
5000018,5000020,900000,60,10,9.9807037,2120,60
5000161,5000131,100000000,180,10,,0,
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000054,5000055,150000,180,10,9.9942756,1609,180
5000054,5000055,150000,180,10,9.9942756,1609,180
5000054,5000055,150000,180,10,9.9942756,1609,180
5000054,5000055,150000,180,10,9.9942756,1609,180
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000012,5000014,2500000,481,10.85,10.84995,170437,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000056,5000056,400000,60,10.85,10.1810145,624,30
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000161,5000131,1200000,180,10,,0,
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000161,5000131,450000,180,10,,0,
5000161,5000131,450000,180,10,,0,
5000161,5000131,450000,180,10,,0,
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000161,5000131,90000000,180,10,,0,
5000161,5000131,90000000,180,10,,0,
5000161,5000131,1200000,180,10,,0,
5000161,5000131,1200000,180,10,,0,
5000161,5000131,90000000,180,10,,0,
5000161,5000131,1200000,180,10,,0,
5000161,5000131,1200000,180,10,,0,
5000161,5000131,1200000,180,10,,0,
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,7500000,12,10.85,10.849795,657143,12
5000029,5000030,7500000,12,10.85,10.849795,657143,12
5000029,5000030,7500000,12,10.85,10.849795,657143,12
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000010,5000009,150000,10,10.85,10.8426004,15632,10
5000010,5000009,300000,10,10.85,10.8422347,9055,18
5000018,5000020,100000,10,10,,,
5000018,5000020,100000,10,10,,,
5000042,5000041,500000,12,10.85,10.8373442,8798,12
5000042,5000041,500000,12,10.85,10.8373442,8798,12
5000042,5000041,500000,12,10.85,10.8373442,8798,12
5000161,5000131,1000000,180,10,,,180
5000043,5000043,4500000,180,10.85,,,
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,450000,180,10,,0,
5000024,5000025,700000,36,10,,0,36
5000161,5000131,150000001,180,10,,,180
5000161,5000131,150000001,180,10,,,180
5000161,5000131,150000001,180,10,,,180
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000004,5000003,300000,120,13.35,13.3472312,4522,120
5000161,5000131,450000,180,10,,0,
5000161,5000131,450000,180,10,,0,
5000161,5000131,450000,180,10,,0,
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000012,5000014,2500000,481,10.85,10.847952,10814,60
5000012,5000014,2500000,481,10.85,10.847952,10814,60
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000620,5000380,2000,180,10,,,180
5000161,5000131,5600000,180,10,,0,
5000161,5000131,5600000,180,10,,0,
5000161,5000131,5600000,180,10,,0,
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000054,5000055,2500000,481,10,9.9986819,19117,60
5000054,5000055,2500000,481,10,9.9986819,19117,60
5000054,5000055,2500000,481,10,9.9986819,19117,60
5000054,5000055,2500000,481,10,9.9986819,19117,60
5000054,5000055,2500000,481,10,9.9986819,19117,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000024,5000025,600000,36,10,,0,36
5000024,5000025,600000,36,10,,0,36
5000024,5000025,600000,36,10,,0,36
5000024,5000025,600000,36,10,,0,36
5000024,5000025,600000,36,10,,0,36
5000006,5000005,4235325,180,10,9.9998112,45390,180
5000043,5000042,300000,60,10.85,,,
5000043,5000042,300000,60,10.85,,,
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000056,5000056,200000,180,10.85,10.8472886,3376,180
5000056,5000056,200000,180,10.85,10.8472886,3376,180
5000056,5000056,200000,180,10.85,10.8472886,3376,180
5000056,5000056,200000,180,10.85,10.8472886,3376,180
5000004,5000003,2000000,120,13.35,13.3500424,30133.5,120
5000004,5000003,2000000,120,13.35,13.3500424,30133.5,120
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000024,5000025,600000,36,10,,0,36
5000620,5000380,4500000,180,10,,0,
5000620,5000380,4500000,180,10,,0,
5000620,5000380,4500000,180,10,,0,
5000620,5000380,4500000,180,10,,0,
5000620,5000380,4500000,180,10,,0,
5000056,5000056,450000,180,10.85,10.8480294,4477,180
5000056,5000056,450000,180,10.85,10.8480294,4477,180
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000056,5000056,400000,60,10.85,10.8487909,17372,60
5000161,5000131,100000000,60,10,,,60
5000620,5000380,4500000,180,10,,0,
5000161,5000131,100000000,60,10,,,60
5000161,5000131,100000000,60,10,,,60
5000161,5000131,100000000,60,10,,,60
5000620,5000380,2000000,180,10,,,180
5000161,5000131,1200000,180,10,,0,
5000161,5000131,1200000,180,10,,0,
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000620,5000380,2000000,180,10,,,180
5000620,5000380,2000000,180,10,,,180
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000056,5000056,400000,60,10.85,10.8488041,17362,60
5000620,5000380,2000000,180,10,,,180
5000024,5000025,500000,36,10,,0,36
5000024,5000025,500000,36,10,,0,36
5000620,5000380,2000000,180,10,,,180
5000620,5000380,2000000,180,10,,,180
5000620,5000380,2000000,180,10,,,180
5000024,5000025,500000,36,10,,0,36
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000161,5000131,450000,180,10,,0,
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000024,5000025,800000,36,10,,0,36
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000029,5000030,195168,12,10.85,10.3412335,15205,12
5000029,5000030,43171,24,10.85,10.8223947,411,123
5000056,5000056,37328,12,10.85,,,
5000056,5000056,37328,12,10.85,,,
5000004,5000003,1200000,60,10.85,,,
5000000,5000002,700000,60,10,,12438,60
5000054,5000055,1000000,180,10,,,
5000004,5000003,150000,10,10.85,10.8423514,9049,18
5000161,5000131,150000000,180,10,,0,
5000161,5000131,150000000,180,10,,0,
5000000,5000002,500000,160,10.85,,,
5000012,5000014,2500000,481,10.85,10.847952,10814,60
5000012,5000014,2500000,481,10.85,10.847952,10814,60
5000012,5000014,2500000,481,10.85,10.847952,10814,60
5000043,5000042,500000,180,10.85,,,
5000043,5000042,500000,180,10.85,,,
5000012,5000014,2500000,481,10.85,10.847952,10814,60
5000043,5000042,500000,150,10.85,,,
5000054,5000055,1000000,180,10,,,
5000043,5000042,500000,150,10.85,,,
5000054,5000055,1000000,180,10,,,
5000054,5000055,1000000,180,10,,,
5000043,5000042,500000,180,10.85,,,
5000054,5000055,1000000,180,10,,,
5000054,5000055,1000000,180,10,,,
5000054,5000055,1000000,180,10,,,
5000043,5000042,500000,180,10.85,,,
5000043,5000042,500000,180,10.85,,,
5000043,5000042,500000,180,10.85,,,
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000024,5000025,900000,36,10,,0,36
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000024,5000025,500000,36,10,,0,36
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000024,5000025,500000,36,10,,0,36
5000018,5000020,100000,10,10,,,
5000018,5000020,100000,10,10,,,
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000620,5000380,700000,180,10,,,180
5000152,5000120,1585000,70,10,9.9999477,367376,60
5000024,5000025,700000,36,10,,0,36
5000024,5000025,700000,36,10,,0,36
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000024,5000025,1100000,36,10,,0,36
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000043,5000042,500000,60,10.85,10.8490191,11267,180
5000024,5000025,1100000,36,10,,0,36
5000037,5000036,2500000,180,10.85,10.8496835,28130,180
5000024,5000025,900000,36,10,,0,36
5000620,5000380,1000,180,10,,,180
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,60,10,,0,60
5000054,5000055,2500000,481,10,9.9989255,19081,60
5000054,5000055,2500000,481,10,9.9989255,19081,60
5000054,5000055,2500000,481,10,9.9989255,19081,60
5000054,5000055,2500000,481,10,9.9989255,19081,60
5000620,5000380,224,180,10,,,180
5000027,5000027,1500000,180,10,9.9994513,16095,180
5000042,5000041,1E+12,360,10.85,,,
5000027,5000027,1500000,180,10,9.9994513,16095,180
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000047,5000045,500000,60,10,10.0000024,10562,60
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000024,5000025,1500000,36,10,,0,36
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000047,5000045,500000,60,10,10.0000024,10562,60
5000024,5000025,1500000,36,10,,0,36
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000047,5000045,500000,60,10,10.0000024,10562,60
5000047,5000045,500000,60,10,10.0000024,10562,60
5000047,5000045,500000,60,10,10.0000024,10562,60
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000047,5000045,500000,60,10,10.0000024,10562,60
5000047,5000045,500000,60,10,10.0000024,10562,60
5000024,5000025,1500000,36,10,,0,36
5000010,5000009,2500000,480,10.85,9.8497473,20879,480
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000024,5000025,1500000,36,10,,0,36
5000047,5000045,500000,60,10,,,
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000007,5000006,1000000,180,15,15.0000352,14211,180
5000047,5000045,500000,60,10,,,
5000047,5000045,500000,60,10,,,
5000047,5000045,500000,60,10,,,
5000047,5000045,500000,60,10,,,
5000047,5000045,500000,60,10,,,
5000047,5000045,500000,60,10,,,
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000620,5000380,45,180,10,,0,
5000007,5000006,89,6,15,15.3847609,15,6
5000007,5000006,89,6,15,15.3847609,15,6
5000152,5000120,1585000,70,10,9.9999477,367376,60
5000152,5000120,1585000,70,10,9.9999477,367376,60
5000152,5000120,1585000,70,10,9.9999477,367376,60
5000620,5000380,200000,180,10,,0,
5000028,5000028,900000,36,10,,28976,36
5000620,5000380,200000,180,10,,0,
5000620,5000380,200000,180,10,,0,
5000620,5000380,200000,180,10,,0,
5000620,5000380,200000,180,10,,0,
5000620,5000380,200000,180,10,,0,
5000620,5000380,200000,180,10,,0,
5000028,5000028,900000,60,10,,0,60
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000028,5000028,900000,36,10,,28976,36
5000037,5000036,2500000,180,10.85,10.8496802,28117,180
5000161,5000131,5000000,180,10,,,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000054,5000055,4500000,180,10,7.9998971,42895,180
5000152,5000120,100000,180,10,,,
5000020,5000022,1000000,180,10.85,10.8491721,11270,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,100000000,180,10,,0,
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000161,5000131,1000000,180,10,,,180
5000020,5000022,1000000,180,10.85,10.8491721,11270,180
5000161,5000131,1000000,180,10,,,180
5000054,5000055,1000000,180,10,,,
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,9.9983577,5356,180
5000027,5000027,500000,180,10,,,
5000027,5000027,500000,180,10,,,
5000004,5000003,9000,120,13.35,,,
5000620,5000380,5000000,180,10,,0,
5000620,5000380,5000000,180,10,,0,
5000620,5000380,5000000,180,10,,0,
5000620,5000380,5000000,180,10,,0,
5000056,5000056,1200000,180,10.85,10.8498625,65233,180
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000058,5000060,10000,180,10.85,,,
5000056,5000056,1200000,180,10.85,10.8498625,65233,180
5000056,5000056,1200000,180,10.85,10.8498625,65233,180
5000058,5000060,10000,180,10.85,,,
5000058,5000060,10000,180,10.85,,,
5000058,5000060,10000,180,10.85,,,
5000058,5000060,10000,180,10.85,,,
5000058,5000060,10000,180,10.85,,,
5000028,5000743,10000,180,10,9.9996652,107,180
5000028,5000743,10000,180,10,9.9996652,107,180
5000056,5000056,1200000,180,10.85,10.8498625,65233,180
5000056,5000056,1200000,180,10.85,10.8498625,65233,180
5000161,5000131,900000,180,10,,,180
5000161,5000131,900000,180,10,,,180
5000161,5000131,900000,180,10,,,180
5000161,5000131,900000,180,10,,,180
5000004,5000003,1200000,60,10.85,,,
5000056,5000056,1200000,180,10.85,10.8498625,65233,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000620,5000380,1000000,180,10,,,180
5000012,5000014,2500000,481,10.85,10.84995,170437,180
5000012,5000014,2500000,481,10.85,10.84995,170437,180
5000012,5000014,2500000,481,10.85,10.84995,170437,180
5000012,5000014,2500000,481,10.85,10.84995,170437,180
5000012,5000014,2500000,481,10.85,10.84995,170437,180
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000056,5000056,400000,60,10.85,10.8471819,6488,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000051,5000050,1200000,180,10,,,
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000051,5000050,1200000,180,10,,,
5000051,5000050,1200000,180,10,,,
5000051,5000050,1200000,180,10,,,
5000051,5000050,1200000,180,10,,,
5000051,5000050,1200000,180,10,,,
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000061,5000126,500000,60,10.85,10.8480298,10751,60
5000051,5000050,1200000,180,10,,,
5000051,5000050,1200000,180,10,,,
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000400,5000240,100000,220,10.85,10.8490191,12223,120
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000400,5000240,100000,220,10.85,10.8490191,12223,120
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000400,5000240,100000,220,10.85,10.8403407,837,220
5000400,5000240,100000,220,10.85,10.8403407,837,220
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000400,5000240,100000,220,10.85,10.8403407,837,220
5000152,5000120,1585000,70,10,9.9999442,439815,60
5000400,5000240,100000,220,10.85,10.8403407,837,220
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000161,5000131,100000000,180,10,,0,
5000620,5000380,450000,180,10,,,180
5000161,5000131,100000000,180,10,,0,
5000024,5000025,500000,36,10,,0,36
5000024,5000025,900000,36,10,,0,36
5000161,5000131,150000000,180,10,,,
5000012,5000014,123456,12,10.85,10.8430274,10862,12
5000620,5000380,111111,180,10,,,180
5000152,5000120,1000000,180,10,9.9991283,10102,180
5000056,5000056,450000,180,10.85,10.5014003,24,180
5000152,5000120,1000000,180,10,9.9991283,10102,180
5000152,5000120,1000000,180,10,9.9991283,10102,180
5000152,5000120,1000000,180,10,9.9991283,10102,180
5000152,5000120,1000000,180,10,9.9991283,10102,180
5000152,5000120,1000000,180,10,9.9991283,10102,180
5000152,5000120,100000,180,10,9.9981538,5051,180
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000161,5000131,150000000,180,10,,,
5000152,5000120,100000,180,10,9.9981538,5051,180
5000152,5000120,100000,180,10,9.9981538,5051,180
5000152,5000120,100000,180,10,9.9981538,5051,180
5000152,5000120,100000,180,10,9.9981538,5051,180
5000056,5000056,450000,180,10.85,10.5014003,24,180
5000620,5000380,100000,180,10,,,180
5000152,5000120,100000,180,10,9.9981538,5051,180
5000620,5000380,100000,180,10,,,180
5000620,5000380,100000,180,10,,,180
5000000,5000000,1234567,12,10.85,10.8490954,108623,12
5000000,5000000,1234567,12,10.85,10.8490954,108623,12
5000620,5000380,100000,180,10,,,180
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000620,5000380,100000,180,10,,,180
5000620,5000380,100000,180,10,,,180
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000043,5000042,2500000,481,10.85,10.849709,23037,180
5000161,5000131,60000,180,10,,,180
5000040,5000039,2500000,481,10.85,10.8483907,27737,180
5000161,5000131,150000000,180,10,,,
5000161,5000131,100000000,60,10,,,60
5000043,5000042,1000000,150,10.85,10.8491335,12112,150
5000161,5000131,150000001,180,10,,,180
5000161,5000131,150000001,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000161,5000131,150000001,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000024,5000025,900000,36,10,,,
5000040,5000039,2500000,481,10.85,10.8483907,27737,180
5000161,5000131,900000,180,10,,,
5000161,5000131,2000000,180,10,,,180
5000620,5000380,10000,180,10,,0,
5000056,5000056,1000000,180,10.85,,,
5000161,5000131,5000000,180,10,,,180
5000161,5000131,5000000,180,10,,,180
5000161,5000131,5000000,180,10,,,180
5000161,5000131,150000000,180,10,,,
5000161,5000131,90000000,180,10,,,
5000161,5000131,200000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000620,5000380,5000000,180,10,,,180
5000161,5000131,200000000,180,10,,,180
5000161,5000131,200000000,180,10,,,180
5000056,5000056,7500000,12,10.85,10.849795,657143,12
